number,title,state,scope,categories,capabilities,assessment,sha,baseRefName,headRefName,mergedAt,url,files,reviewLevel
289,feat(web): 项目文件夹选择弹窗打开时输入框默认自动聚焦,MERGED,main历史+dev历史,D; T,C12; C14,文件夹弹窗焦点修复是通用 UX 验收，旧定时 focus 补丁不必复制。,ed5365f5121ca608cb4f8c0c73b60abaaecfde37,main,feat/workspace-dialog-autofocus,2026-09-16T08:59:58Z,https://github.com/CtriXin/multi-model-switch/pull/289,apps/mms-web/src/LaunchOptions.tsx,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
290,feat(pilot): 工作身份 — 一次切换模型、通道、effort 和人设,CLOSED,不在两线祖先中,P; H; D,C03; C12,旧工作身份形态按用户反馈关闭；模型/通道/effort 组合可在确认仍需时做 preset，不擅自恢复 persona。,,codex/stride-2718d9d92afa45ef,feat/pilot-work-identities,,https://github.com/CtriXin/multi-model-switch/pull/290,apps/mms-web/src/App.tsx; apps/mms-web/src/QuickModelMenu.tsx; apps/mms-web/src/SessionStatus.tsx; apps/mms-web/src/SettingsPage.tsx; apps/mms-web/src/TaskSettings.tsx; apps/mms-web/src/quick-model.css; apps/mms-web/src/studio.css; apps/mms-web/src/work-identities.ts; apps/mms-web/tests/settings-runtime-updates.test.mjs; apps/mms-web/tests/work-identities.test.mjs,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
291,docs(bot-work): T7f · 删掉一条已排队的引导，它还是会送出去,MERGED,dev历史,H; T,C13,排队撤回问题工作包；实际修复见 #294。,f3493694c30f770876ee47cecdf2327618b44072,dev,claude/bot-work-t7f-packet,2026-09-16T07:54:06Z,https://github.com/CtriXin/multi-model-switch/pull/291,docs/mms-web/bot-work/T7f-delete-a-queued-steer.md,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
292,feat(tui): add Grok Build as a Pi-like launcher,MERGED,dev历史,R; T,C09,Grok TUI 隔离启动/协议兼容留 MMS；DSH 的 Web 不替代多 CLI launcher。,f62f8c24344878fa0c2587f42da420656c2b0dad,dev,issue/287-grok-tui-launcher,2026-09-16T10:12:45Z,https://github.com/CtriXin/multi-model-switch/pull/292,.github/workflows/digger.yml; docs/AGENT_GUARDRAILS.md; mms_config_web.py; mms_core.py; mms_grok_compat.py; mms_grok_support.py; mms_installer.py; mms_launchers.py; mms_runtime.py; mms_session_assets.py; scripts/ci_pytest_regression.py; scripts/regression_fresh_user_gate.py; tests/test_config_web.py; tests/test_grok_launcher.py; tests/test_session_assets.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
293,docs(bot-work): T5b 追加 · T5a 验收之后的五条,MERGED,dev历史,H; T,C18,日程验收追加与 mutation 要求；不是独立实现。,861222d39391ac0a575050d031324fe4bd1a74e9,dev,claude/bot-work-t5b-addendum,2026-09-16T10:13:35Z,https://github.com/CtriXin/multi-model-switch/pull/293,docs/mms-web/bot-work/T5b-schedule-ui.md,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
294,fix(web): 删掉已排队引导时如实反映撤回结果,MERGED,main历史+dev历史,D; T,C13,必须以 runtime 确认判断撤回是否成功；可由 DSH 原生队列替代，但要求不能丢。,bc1a5297c1e40f9ba2082e0a2eacd170cbe3f940,main,codex/stride-95c4f5109ef243a7,2026-09-16T10:23:15Z,https://github.com/CtriXin/multi-model-switch/pull/294,apps/mms-web/src/Transcript.tsx; apps/mms-web/src/message-control.ts; apps/mms-web/src/transcript.css; apps/mms-web/tests/message-control.test.mjs; apps/mms-web/tests/transcript.test.mjs; docs/mms-web/design/t7f/01-queued-steer-card.png; docs/mms-web/design/t7f/02-delete-steer-cancelled.png; docs/mms-web/design/t7f/02b-cancelled-steer-model-replied-DONE.png; docs/mms-web/design/t7f/03-late-steer-delivered-not-cancelled.png; docs/mms-web/design/t7f/03b-late-delete-says-too-late.png; docs/mms-web/design/t7f/04-base-followup-cancelled.png; docs/mms-web/design/t7f/04-base-followup-queued-before-delete.png; docs/mms-web/design/t7f/04-head-followup-cancelled.png; docs/mms-web/design/t7f/04-head-followup-queued-before-delete.png; mms_web/sessions.py; tests/test_mms_web_message_control.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
295,feat(bots): ship reviewed Fleet opinions with exact models and read-only workers,MERGED,dev历史,P; T,C19; C16; C17,已恢复并 MERGED；保留用户要的 Fleet。关键修复在直接提交 5707bb07/789d45ba，最终 merge diff 不是全功能清单。,fb33b927189b3222e28263883deabe7f57f2150f,dev,feat/bot-fleet-listen,2026-09-17T11:52:02Z,https://github.com/CtriXin/multi-model-switch/pull/295,apps/mms-web/src/bot.css; apps/mms-web/src/dialog-focus.ts; apps/mms-web/tests/dialog-focus.test.mjs; docs/mms-web/BOTS.md; docs/mms-web/RELEASE-v5.1.2.md; mms_web_static/assets/index-C53oCIIk.js; mms_web_static/assets/index-DN9gVsWb.css; mms_web_static/assets/index-XHe-Hnux.css; mms_web_static/build.json; mms_web_static/index.html,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
296,release: v4.22.2,MERGED,main历史+dev历史,H,C24,4.22.2 共享修复发布；按原 PR 去重。,5e1a197d07adefb4982b49e28f2dfc1f02156755,main,claude/release-v4.22.2,2026-09-16T09:43:31Z,https://github.com/CtriXin/multi-model-switch/pull/296,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.22.2.md; mms_version.py; mms_web_static/assets/index-BDdECK-f.js; mms_web_static/build.json; mms_web_static/index.html; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
297,docs: README 改成实际的两条发布线,MERGED,main历史+dev历史,H; C,C21; C24,两条发布线文档；新方案需重写发行约定，不能把历史分支文字当功能。,90bc98ba07b40a48cfc227537ee3815af16d1e64,main,claude/readme-release-lines,2026-09-16T09:45:16Z,https://github.com/CtriXin/multi-model-switch/pull/297,README.en.md; README.md; README.zh-CN.md,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
298,release: v5.0.2,MERGED,dev历史,H,C24,5.0.2 发布；功能归 #288/#292。,7ec09add2ef7b8565e68d42f8de5843a3b7a0b53,dev,claude/release-v5.0.2,2026-09-16T10:23:31Z,https://github.com/CtriXin/multi-model-switch/pull/298,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v5.0.2.md; mms_version.py; mms_web_static/assets/index-BdnszuiS.js; mms_web_static/assets/index-BxRSv36D.css; mms_web_static/assets/index-By5KdIjV.js; mms_web_static/assets/index-DO_YJuQz.css; mms_web_static/build.json; mms_web_static/index.html; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
299,feat(pilot): 更新对话框里选通道，4.x 可以直接切到 5.x 预览,MERGED,main历史+dev历史,C; T,C11; C21,更新通道选择保留；从 5.x 降到 4.x 并未实现一键降级，后续 #327 澄清。,36d3665bcc5280cc140c54585a7071d2e975c5a7,main,claude/pilot-preview-channel,2026-09-16T10:37:57Z,https://github.com/CtriXin/multi-model-switch/pull/299,apps/mms-web/src/UpdateCenter.tsx; apps/mms-web/src/updates.css; mms_web/updates.py; tests/test_mms_web_updates.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
300,docs: 更新通道开关已落地，订正 README 里「已知缺口」的说法,MERGED,main历史+dev历史,H; C,C21,渠道文档曾过度承诺可逆；以 #313/#327 后续真实边界为准。,2bc670d1f3543bdaa064ae197e796dca0d6aa61e,main,claude/readme-preview-channel-landed,2026-09-16T11:23:49Z,https://github.com/CtriXin/multi-model-switch/pull/300,README.en.md; README.md; README.zh-CN.md,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
301,release: v4.22.3,MERGED,main历史+dev历史,H,C24,4.22.3 发布组合；不是四项功能的第二次实现。,7b393cdbfb1fb635163f1d364572d231aafd48c7,main,claude/release-v4.22.3,2026-09-16T11:23:25Z,https://github.com/CtriXin/multi-model-switch/pull/301,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.22.3.md; mms_version.py; mms_web_static/assets/index-BDdECK-f.js; mms_web_static/assets/index-BUDNHL9x.css; mms_web_static/assets/index-BUoQq59J.css; mms_web_static/assets/index-C3dSXJaQ.js; mms_web_static/build.json; mms_web_static/index.html; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
302,T5b · 定时选择器与管理列表（前端）,MERGED,dev历史,P; T; H,C18,日程 UI 随 #278 整合；一套能力，保留时区/错过/暂停/完成等不同状态。,c9fd2dbcb908df2ea37f6b3a3d677c0dbd3e2916,bot/T5a-schedule-backend,bot/T5b-schedule-ui,2026-09-17T03:31:42Z,https://github.com/CtriXin/multi-model-switch/pull/302,apps/mms-web/DESIGN.md; apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotSchedulePanel.tsx; apps/mms-web/src/BotStudio.tsx; apps/mms-web/src/bot-schedules.ts; apps/mms-web/src/bot-visual-system.ts; apps/mms-web/src/bot.css; apps/mms-web/tests/bot-schedule-panel-render.test.mjs; apps/mms-web/tests/bot-schedule-ui-wiring.test.mjs; apps/mms-web/tests/bot-schedules.test.mjs; apps/mms-web/tests/bot-visual-system.test.mjs; docs/mms-web/bot-work/T5b-rework-01.md; docs/mms-web/design/t5b/card-second-line-daily-count.png; docs/mms-web/design/t5b/card-second-line-wake-off.png; docs/mms-web/design/t5b/composer-21st-limit-error.png; docs/mms-web/design/t5b/composer-interval-too-short.png; docs/mms-web/design/t5b/composer-kind-daily.png; docs/mms-web/design/t5b/composer-kind-interval.png; docs/mms-web/design/t5b/composer-kind-once.png; docs/mms-web/design/t5b/composer-kind-weekly.png; docs/mms-web/design/t5b/composer-quota-at-20.png; docs/mms-web/design/t5b/list-after-pause.png; docs/mms-web/design/t5b/list-after-resume.png; docs/mms-web/design/t5b/list-at-20-cap.png; docs/mms-web/design/t5b/list-empty-state.png; docs/mms-web/design/t5b/list-four-states-p2.png; docs/mms-web/design/t5b/list-four-states.png; docs/mms-web/design/t5b/list-master-gate-wake-off.png; docs/mms-web/design/t5b/list-row-paused.png; mms_web/bots.py; tests/test_mms_web_bots.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
303,fix(web): 侧栏区分未读已完成和已读待命,MERGED,dev历史,P; D; T,C12,未读完成与已读待命；保留语义和首次无历史回执边界，DSH 实际体验通过后可退役旧状态层。,57186fcd93be1b65d688e5639cd550ef5bdfeb04,dev,codex/stride-0dd410added040cc,2026-09-17T10:29:27Z,https://github.com/CtriXin/multi-model-switch/pull/303,apps/mms-web/DESIGN.md; apps/mms-web/src/App.tsx; apps/mms-web/src/SessionAttention.ts; apps/mms-web/src/SessionStatus.tsx; apps/mms-web/src/preview.ts; apps/mms-web/src/states.css; apps/mms-web/src/studio.css; apps/mms-web/src/styles.css; apps/mms-web/tests/session-attention.test.mjs; apps/mms-web/tests/sidebar-status-contract.test.mjs; apps/mms-web/tests/turn-working-status.test.mjs; docs/mms-web/FEATURES.md; docs/mms-web/design/sidebar-unread/after-pending.png; docs/mms-web/design/sidebar-unread/after-states.png; docs/mms-web/design/sidebar-unread/folder-count-hover.png; docs/mms-web/design/sidebar-unread/folder-count-rest.png; docs/mms-web/design/sidebar-unread/topbar-align.png; mms_web_static/assets/index-BByanLuI.css; mms_web_static/assets/index-BlGVoQEQ.js; mms_web_static/assets/index-Cqc6vl3C.css; mms_web_static/assets/index-DpWxHpQ1.js; mms_web_static/build.json; mms_web_static/index.html,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
304,feat(web): 将思考强度从模型弹窗中拆分为独立常驻快捷选择器,MERGED,dev历史,P; D; T,C12,独立 effort 快捷入口是用户交互偏好；DSH 已有 effort，可替换 model slot 补差异，无 core fork 证据。,69ed561756d2930a124632128f6d12d2bd103aff,dev,feat/composer-effort-picker,2026-09-17T07:48:12Z,https://github.com/CtriXin/multi-model-switch/pull/304,apps/mms-web/src/App.tsx; apps/mms-web/src/GuidedTour.tsx; apps/mms-web/src/Popover.tsx; apps/mms-web/src/TaskSettings.tsx; apps/mms-web/src/studio.css; apps/mms-web/tests/composer-effort-picker.test.mjs; mms_web_static/assets/index-B0kN92WP.css; mms_web_static/assets/index-DuB62w-Z.js; mms_web_static/assets/index-ngCDIZJF.js; mms_web_static/build.json; mms_web_static/index.html; tests/test_mms_release_version.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
306,T5c · 在对话里换 Bot 的模型，下一轮生效,MERGED,dev历史,P; T,C16; C12,Bot 模型下一轮生效，歧义不得猜选；用 DSH session 选择能力实现业务状态，不能只改 UI 标签。,d2830c4347296a961c1ea8ff04380ab91088c741,bot/T5a-schedule-backend,bot/T5c-model-switch-dialogue,2026-09-17T03:36:18Z,https://github.com/CtriXin/multi-model-switch/pull/306,apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotStudio.tsx; apps/mms-web/src/bot-model-switch.ts; apps/mms-web/tests/bot-model-switch.test.mjs; apps/mms-web/tests/fixtures/model-match-cases.json; docs/mms-web/BOTS.md; docs/mms-web/bot-work/T5c-rework-01.md; docs/mms-web/design/t5c/01-create-bot.json; docs/mms-web/design/t5c/02-task1-ask-capability.txt; docs/mms-web/design/t5c/03-task2-switch-glm53.txt; docs/mms-web/design/t5c/04-bot-after-switch.json; docs/mms-web/design/t5c/05-ui-chat-after-switch.png; docs/mms-web/design/t5c/06-ui-current-and-next-model.png; docs/mms-web/design/t5c/07-task4-switch-qwen.txt; docs/mms-web/design/t5c/08-bot-after-next-round.json; docs/mms-web/design/t5c/09-task5-next-round-effective.txt; docs/mms-web/design/t5c/10-shortcut-pending.png; docs/mms-web/design/t5c/11-task6-not-found.txt; docs/mms-web/design/t5c/12-task6-ambiguous-deepseek.txt; docs/mms-web/design/t5c/13-override-switch-response.json; docs/mms-web/design/t5c/14-override-done-pending-kept.json; docs/mms-web/design/t5c/15-pending-consumed-next-normal-task.json; docs/mms-web/design/t5c/16-ui-final-current-model.png; docs/mms-web/design/t5c/17-task-selfknows-model-switch.txt; docs/mms-web/design/t5c/18-switch-to-current-noop.txt; docs/mms-web/design/t5c/19-unavailable-pending-fallback.txt; mms_web/bot_client.py; mms_web/bot_executor.py; mms_web/bots.py; tests/test_mms_bot_client.py; tests/test_mms_bot_model_switch.py; tests/test_mms_bot_transport.py; tests/test_mms_web_bots.py; walls.md,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
307,fix(web): T8a in-app folder tree instead of the native picker,MERGED,main历史+dev历史,P; D; T,C14,应用内目录树解决远程/native picker 错位；DSH 有 workspace 基础，需核对浏览主机目录的具体 UX。,09e220052c151ad2763f0c0bc1aa4dca87425e90,main,codex/stride-7e934fe611bc41b4,2026-09-17T10:29:27Z,https://github.com/CtriXin/multi-model-switch/pull/307,apps/mms-web/DESIGN.md; apps/mms-web/src/LaunchOptions.tsx; apps/mms-web/src/api.ts; apps/mms-web/src/folder-tree.ts; apps/mms-web/src/studio.css; apps/mms-web/tests/workspace-folder-tree.test.mjs; docs/mms-web/API.md; docs/mms-web/GETTING-STARTED.md; mms_web/server.py; mms_web/workspace_browse.py; mms_web_static/assets/index-B6i42UWt.js; mms_web_static/assets/index-D1RvdThk.css; mms_web_static/build.json; mms_web_static/index.html; tests/test_mms_web_windows_workspace_picker.py; tests/test_mms_web_workspace_browse.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
308,feat(web): add Grok as an optional Pilot harness,CLOSED,不在两线祖先中,H; R,C09; C08,Grok ACP 实验 CLOSED，遵守用户不合入的决定；只保留 adapter/能力协商经验，不把实验当现有能力。,,dev,issue/305-pilot-grok-harness,,https://github.com/CtriXin/multi-model-switch/pull/308,apps/mms-web/src/App.tsx; apps/mms-web/src/Composer.tsx; apps/mms-web/src/SettingsPage.tsx; apps/mms-web/src/TaskSettings.tsx; apps/mms-web/src/components.tsx; apps/mms-web/src/modelSelection.ts; apps/mms-web/src/types.ts; mms_web/catalog.py; mms_web/catalog_worker.py; mms_web/drivers/__init__.py; mms_web/drivers/grok_acp.py; mms_web/drivers/launch_bridge.py; mms_web/harness.py; mms_web/launch_worker.py; mms_web/model_switch.py; mms_web/server.py; mms_web/session_actions.py; mms_web/sessions.py; mms_web/side_questions.py; mms_web/ui_preferences.py; mms_web_static/assets/index-BgswTrdr.js; mms_web_static/assets/index-DuB62w-Z.js; mms_web_static/build.json; mms_web_static/index.html; tests/fixtures/mms_web/grok_fake_child.py; tests/test_mms_web_catalog.py; tests/test_mms_web_grok_harness.py; tests/test_mms_web_sessions_launch.py; tests/test_mms_web_sessions_service.py; tests/test_mms_web_ui_preferences.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
309,"docs: T8c phase-1 — pytest 基线分类报告(65 红 → 10 根因,只诊断不改码)",MERGED,main历史+dev历史,T; H,C23,测试基线诊断资产保留；旧失败数量不是当前健康结论。,49eafd1539fe65c714cdd633e3c5a840a2786c29,main,codex/stride-5f7527096ed040b0,2026-09-17T06:58:50Z,https://github.com/CtriXin/multi-model-switch/pull/309,docs/mms-web/bot-work/T8c-pytest-baseline-report.md,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
310,bot: T5d —— 计划步骤指定的模型真正生效,MERGED,dev历史,P; T,C16; C17,计划步骤指定模型必须真正执行于一次性会话且不污染主 Bot；DSH agentOptions 可承载，但生命周期要补验收。,d5c703f9e5e9282a84afc89f7bee1adb7767e783,dev,bot/T5d-planned-step-model,2026-09-17T07:24:17Z,https://github.com/CtriXin/multi-model-switch/pull/310,docs/mms-web/BOTS.md; docs/mms-web/design/t5d/SUMMARY.md; docs/mms-web/design/t5d/base/00-instance.json; docs/mms-web/design/t5d/base/01-scenario-a-step.json; docs/mms-web/design/t5d/base/02-scenario-a-next-ordinary-round.json; docs/mms-web/design/t5d/base/03-scenario-b-step.json; docs/mms-web/design/t5d/base/04-scenario-b-main-conversation-continues.json; docs/mms-web/design/t5d/base/05-session-residue.json; docs/mms-web/design/t5d/head/00-instance.json; docs/mms-web/design/t5d/head/01-scenario-a-step.json; docs/mms-web/design/t5d/head/02-scenario-a-next-ordinary-round.json; docs/mms-web/design/t5d/head/03-scenario-b-step.json; docs/mms-web/design/t5d/head/04-scenario-b-main-conversation-continues.json; docs/mms-web/design/t5d/head/05-session-residue.json; docs/mms-web/design/t5d/run-verify.py; mms_web/bot_executor.py; mms_web/bots.py; tests/test_mms_bot_model_switch.py; walls.md,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
311,feat(web): 助手回复可专注阅读,MERGED,dev历史,P; D,C12; C13,专注阅读是轻量 UI 插件候选；先检查 DSH 现成阅读方式，不迁整份 transcript。,11a6158d526cf596a28feafc1285696ff99ab8a9,dev,codex/stride-a485945b68b64048,2026-09-17T10:29:27Z,https://github.com/CtriXin/multi-model-switch/pull/311,apps/mms-web/DESIGN.md; apps/mms-web/src/ReplyReader.tsx; apps/mms-web/src/SessionTools.tsx; apps/mms-web/src/components.tsx; apps/mms-web/src/transcript.css; apps/mms-web/tests/reply-reader.test.mjs; docs/mms-web/FEATURES.md; docs/mms-web/design/reply-reader/enter-copies.png; docs/mms-web/design/reply-reader/reader-open.png; mms_web_static/assets/index-CCVuWmct.js; mms_web_static/assets/index-DsJEjNnC.css; mms_web_static/build.json; mms_web_static/index.html,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
312,T8c phase 2: pytest 基线修到 0 failed(2490 passed)+ openrouter diff 修复 + pi committee 协议声明(待批),CLOSED,不在两线祖先中,T; P; R; H,C01; C02; C23,较弱 registry 修复被 #313/#315 取代；环境清理有效断言已吸收，不能因 CLOSED 算丢失。,,main,codex/stride-5f7527096ed040b0-p2,,https://github.com/CtriXin/multi-model-switch/pull/312,mms_pi_committee.py; mms_registry_cli.py; scripts/ci_pytest_regression.py; scripts/regression_fresh_user_gate.py; tests/_bundle_helpers.py; tests/conftest.py; tests/test_agy_launcher.py; tests/test_capability_request_shaping.py; tests/test_committee_timing.py; tests/test_config_web.py; tests/test_legacy_surface_cleanup.py; tests/test_mimo_1m_context.py; tests/test_mmc_isolation.py; tests/test_mms_state_io.py; tests/test_model_name_exports.py; tests/test_model_routes_export.py; tests/test_opencode_launcher.py; tests/test_pi_launcher.py; tests/test_registry_cli.py; tests/test_registry_runtime_resolver.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
313,release: v4.23.0 stable 目录浏览与可靠性修复,MERGED,main历史+dev历史,P; R; C; T,C01; C11; C14; C22; C23,release 内含目录树、registry provenance、protocol、原子写/回滚等真修复；逐能力保留，不按发布包装丢弃。,ae8f47cec3443d21134484341b640206754675f6,main,codex/stride-7b37a8aff257410b-main-release,2026-09-17T10:29:27Z,https://github.com/CtriXin/multi-model-switch/pull/313,.github/workflows/windows-acceptance.yml; README.en.md; README.md; README.zh-CN.md; docs/mms-web/RELEASE-v4.22.3.md; docs/mms-web/RELEASE-v4.23.0.md; docs/mms-web/bot-work/T8f-windows-atomic-write-loses-data.md; mms_web/runtime.py; mms_web/sessions.py; mms_web/updates.py; scripts/regression_fresh_user_gate.py; tests/test_mms_web_atomic_write.py; tests/test_mms_web_t2_message_control.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
314,fix(bot): 优化聊天头部模型展示为横向胶囊并支持点击直达设定,MERGED,dev历史,P; D,C12; C16,Bot 当前/下一轮模型展示和快捷设置入口；保留清晰状态，可按 DSH 插槽重做。,5e0de1843b52c0999e094ca3ba7d2c4ec9b9e505,dev,fix/bot-chat-header-model-chip,2026-09-17T10:29:27Z,https://github.com/CtriXin/multi-model-switch/pull/314,apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotPresetPanel.tsx; apps/mms-web/src/bot.css; apps/mms-web/tests/bot-model-chip.test.mjs; docs/mms-web/RELEASE-v5.1.0.md; mms_web_static/assets/index-Bx_FMl8H.css; mms_web_static/assets/index-CR-kZP7T.js; mms_web_static/assets/index-DM40s8HW.css; mms_web_static/build.json; mms_web_static/index.html,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
315,release: v5.1.0 Preview Bot 整合与可靠性修复,MERGED,dev历史,P; C; R; T,C08; C11; C16; C18; C21; C23,大整合且修复 worker response、日程原子性、临时会话回收等；不能视为简单同步 main。,95dc62047d03e8d38f50b0bb61fc4fc3fe999bc8,dev,codex/stride-7b37a8aff257410b-dev-release,2026-09-17T10:29:27Z,https://github.com/CtriXin/multi-model-switch/pull/315,apps/mms-web/src/App.tsx; apps/mms-web/src/GuidedTour.tsx; apps/mms-web/src/guide-content.ts; apps/mms-web/tests/session-rename-dblclick.test.mjs; docs/mms-web/RELEASE-v5.1.0.md; mms_web_static/assets/index-1kBxIfqk.js; mms_web_static/build.json; mms_web_static/index.html,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
316,fix(pilot): 5.x 也能切回 4.x 稳定版,CLOSED,不在两线祖先中,C; H; D,C11; C21,有效通道 UI 已由 #315 吸收；标题声称切回 4.x 不等于真正自动降级，不再合旧候选。,,dev,claude/dev-preview-channel,,https://github.com/CtriXin/multi-model-switch/pull/316,apps/mms-web/src/UpdateCenter.tsx; apps/mms-web/src/updates.css; mms_web/updates.py; mms_web_static/assets/index-B0kN92WP.css; mms_web_static/assets/index-CSs3F4u_.js; mms_web_static/assets/index-D_J2HjZx.css; mms_web_static/build.json; mms_web_static/index.html; tests/test_mms_web_updates.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
317,fix(web): nest 出门也要用 under the remote-access switch,MERGED,dev历史,P; C,C07,远程访问开关与公网域名关系保留；任务引导不等于自动部署隧道。,3bcc49c4f40cb3b97f1f34ad1734cc4d6b1b32b7,dev,codex/stride-847b94f9d66542cc,2026-09-17T10:29:27Z,https://github.com/CtriXin/multi-model-switch/pull/317,apps/mms-web/src/RemoteAccess.tsx; apps/mms-web/src/remote-access.css; apps/mms-web/src/tunnel-task.ts; apps/mms-web/tests/remote-access.test.mjs; docs/mms-web/GETTING-STARTED.md; docs/mms-web/RELEASE-v5.1.0.md; docs/mms-web/REMOTE-ACCESS.md; mms_web/service.py; mms_web_static/assets/index-BvMUW7qg.css; mms_web_static/assets/index-CoQ4xzjx.js; mms_web_static/build.json; mms_web_static/index.html; scripts/probe_task_prompt.py; tests/frontend/tunnel-task.test.ts; tests/test_mms_web_task_prompt.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
318,fix(web): T8f retry Windows atomic replace instead of dropping the write,CLOSED,不在两线祖先中,C; T; H,C22; C11,Windows atomic replace 修复已进入 #313/#315；关闭是吸收，不是放弃数据可靠性。,,main,codex/stride-4f269be35e274932,,https://github.com/CtriXin/multi-model-switch/pull/318,.ai/regression-reports/2026-09-17-t8f-windows-atomic-write.md; .github/workflows/windows-acceptance.yml; mms_web/runtime.py; mms_web/sessions.py; mms_web/updates.py; scripts/regression_fresh_user_gate.py; tests/test_mms_web_atomic_write.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
319,fix: an in-app update records what it installed in version.json (T8d),CLOSED,不在两线祖先中,C; T; H,C11,安装版本记录由 #313/#315 更完整方案替代；保留真实 tag/channel、旧 guardian 首跳与回滚边界。,,main,bot/T8d-version-record,,https://github.com/CtriXin/multi-model-switch/pull/319,mms_web/server.py; mms_web/update_coordinator.py; mms_web/update_handoff.py; mms_web/update_install.py; mms_web/updates.py; tests/test_mms_web_update_coordinator.py; tests/test_mms_web_updates.py; tests/test_update_install.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
320,feat(web): double-click a sidebar session to rename it,MERGED,dev历史,P; D,C12,双击重命名已 MERGED；是可选 UI 入口，CLI 会话不可改名的所有权边界保留。,95dc62047d03e8d38f50b0bb61fc4fc3fe999bc8,dev,codex/stride-09868692b37b4c4b,2026-09-17T10:29:27Z,https://github.com/CtriXin/multi-model-switch/pull/320,apps/mms-web/src/App.tsx; apps/mms-web/src/GuidedTour.tsx; apps/mms-web/src/guide-content.ts; apps/mms-web/tests/session-rename-dblclick.test.mjs; docs/mms-web/RELEASE-v5.1.0.md; mms_web_static/assets/index-1kBxIfqk.js; mms_web_static/build.json; mms_web_static/index.html,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
321,fix: binding a remote-access listener no longer does reverse DNS (T8e),CLOSED,不在两线祖先中,C; T; H,C07; C10,reverse DNS 阻塞修复已被整合，后由 #325 扫全；不重复移植第二套 listener 类。,,main,bot/T8e-no-reverse-dns,,https://github.com/CtriXin/multi-model-switch/pull/321,docs/mms-web/design/t8e/switch-off-released.png; docs/mms-web/design/t8e/switch-on-instant.png; mms_web/server.py; tests/test_mms_web_listener_bind.py; walls.md,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
